Booking Value,Ride Distance,fare_per_km,hour,cluster
199.0,31.51,6.315455410980641,10,1
1428.0,42.45,33.639575971731446,1,3
85.0,16.06,5.292652552926526,19,0
550.0,38.24,14.382845188284518,14,1
988.0,22.13,44.64527790329869,15,3
112.0,20.08,5.577689243027889,12,0
81.0,45.98,1.7616354936929102,22,1
262.0,10.94,23.948811700182816,18,0
259.0,49.84,5.1966292134831455,20,1
1350.0,24.97,54.064877853424115,14,3
302.0,32.94,9.168184578020645,21,1
414.0,22.9,18.078602620087338,6,0
135.0,29.53,4.5716220792414495,18,1
212.0,32.84,6.455542021924481,4,1
255.0,24.12,10.572139303482587,22,0
273.0,38.01,7.182320441988951,11,1
477.0,14.39,33.14801945795691,7,0
197.0,7.33,26.875852660300136,10,0
366.0,38.63,9.474501682630079,22,1
1595.0,42.13,37.85900783289817,17,3
391.0,24.16,16.183774834437084,7,0
313.0,33.08,9.461910519951633,17,1
402.0,45.13,8.907600265898514,22,1
62.0,14.15,4.381625441696113,22,0
602.0,9.9,60.8080808080808,17,2
560.0,25.68,21.806853582554517,14,0
439.0,44.05,9.96594778660613,9,1
83.0,16.64,4.987980769230769,20,0
171.0,32.47,5.2663997536187255,20,1
401.0,22.96,17.465156794425088,16,0
1320.0,39.7,33.249370277078086,8,3
1614.0,34.5,46.78260869565217,9,3
879.0,22.24,39.52338129496403,18,3
218.0,23.13,9.424989191526157,15,0
165.0,39.31,4.197405240396845,18,1
221.0,49.17,4.4946105348789915,19,1
474.0,46.22,10.25530073561229,1,1
820.0,22.06,37.1713508612874,13,3
358.0,23.98,14.929107589658049,12,0
489.0,45.72,10.695538057742782,3,1
55.0,3.02,18.211920529801326,14,0
395.0,14.95,26.42140468227425,0,0
69.0,7.76,8.891752577319588,19,0
265.0,7.95,33.333333333333336,6,0
302.0,44.57,6.775858200583352,18,1
464.0,10.81,42.92321924144311,19,2
224.0,24.44,9.165302782324058,18,0
237.0,23.63,10.029623360135421,14,0
699.0,48.74,14.341403364792777,14,1
158.0,26.74,5.908750934928945,17,0
202.0,37.39,5.402514041187483,19,1
798.0,13.98,57.08154506437768,9,2
264.0,34.07,7.748752568241855,2,1
324.0,43.53,7.443142660234321,10,1
500.0,36.77,13.598041881968996,21,1
440.0,28.46,15.460295151089248,20,0
460.0,33.84,13.593380614657208,15,1
1940.0,27.6,70.28985507246377,8,3
1216.0,44.04,27.611262488646684,22,3
187.0,40.04,4.670329670329671,10,1
478.0,48.62,9.831345125462773,21,1
636.0,15.26,41.677588466579294,6,2
499.0,36.76,13.574537540805224,5,1
461.0,12.59,36.616362192216044,16,0
170.0,31.74,5.356017643352237,13,1
558.0,38.7,14.41860465116279,22,1
288.0,4.38,65.75342465753425,7,2
133.0,29.31,4.53770044353463,7,1
123.0,2.35,52.34042553191489,6,2
629.0,41.18,15.274405050995629,15,1
201.0,49.37,4.071298359327527,20,1
419.0,38.83,10.79062580479011,13,1
399.0,48.69,8.194701170671596,14,1
276.0,18.51,14.910858995137762,9,0
1354.0,36.02,37.59022765130483,11,3
529.0,7.92,66.79292929292929,9,2
306.0,20.57,14.87603305785124,19,0
535.0,49.73,10.758093706012469,14,1
200.0,26.7,7.490636704119851,15,0
362.0,38.89,9.308305476986371,19,1
337.0,30.05,11.214642262895174,22,1
558.0,26.69,20.906706631697265,10,0
800.0,48.89,16.363264471262017,17,3
654.0,49.07,13.327898919910332,21,1
171.0,16.41,10.420475319926874,18,0
471.0,49.85,9.448345035105316,20,1
326.0,36.43,8.94866867965962,21,1
142.0,12.32,11.525974025974026,14,0
234.0,21.61,10.82832022211939,20,0
203.0,14.94,13.58768406961178,17,0
394.0,37.69,10.453701247015124,1,1
354.0,41.21,8.590148022324678,6,1
184.0,29.02,6.340454858718125,16,1
163.0,13.87,11.751982696467197,14,0
221.0,41.05,5.383678440925701,12,1
266.0,36.27,7.333884753239591,20,1
111.0,16.94,6.552538370720188,12,0
442.0,38.08,11.607142857142858,22,1
169.0,7.46,22.654155495978554,18,0
98.0,20.8,4.711538461538462,20,0
805.0,28.75,28.0,11,3
396.0,30.69,12.903225806451612,16,1
827.0,9.44,87.60593220338984,4,2
269.0,11.46,23.472949389179753,10,0
910.0,18.67,48.74129619710766,21,2
215.0,44.66,4.814151365875504,1,1
613.0,28.5,21.50877192982456,10,0
393.0,9.39,41.853035143769965,7,2
64.0,45.95,1.3928182807399345,11,1
229.0,23.54,9.728122344944776,9,0
200.0,37.57,5.3233963268565345,19,1
417.0,48.34,8.626396359122879,23,1
292.0,13.21,22.104466313398937,17,0
1284.0,33.16,38.72135102533173,21,3
791.0,17.31,45.69612940496823,15,2
304.0,37.93,8.014764039019246,14,1
404.0,37.4,10.802139037433156,21,1
109.0,28.6,3.811188811188811,18,1
506.0,38.66,13.088463528194518,7,1
150.0,39.67,3.7811948575749934,17,1
196.0,42.26,4.637955513487932,17,1
655.0,28.14,23.276474769012083,4,3
408.0,48.57,8.400247066090179,9,1
397.0,30.58,12.982341399607588,9,1
1079.0,18.74,57.57737459978656,0,2
247.0,42.88,5.760261194029851,19,1
150.0,12.82,11.700468018720748,10,0
532.0,18.48,28.78787878787879,6,0
79.0,9.14,8.643326039387308,20,0
116.0,26.65,4.352720450281426,13,0
822.0,43.07,19.08521012305549,21,3
1149.0,19.57,58.712314767501276,7,2
213.0,42.06,5.064194008559201,12,1
135.0,31.41,4.2979942693409745,18,1
606.0,23.03,26.313504125054276,12,0
1167.0,19.91,58.613761928679054,18,2
341.0,34.89,9.773574089997133,1,1
693.0,49.23,14.076782449725778,17,1
268.0,12.76,21.003134796238246,16,0
187.0,20.3,9.211822660098521,13,0
536.0,23.28,23.02405498281787,16,0
820.0,36.23,22.63317692520011,18,3
191.0,24.2,7.892561983471075,10,0
329.0,8.28,39.734299516908216,14,0
456.0,29.75,15.327731092436975,20,1
137.0,43.55,3.145809414466131,11,1
55.0,15.62,3.5211267605633805,8,0
236.0,9.18,25.70806100217865,17,0
351.0,44.94,7.810413885180241,9,1
153.0,17.72,8.63431151241535,15,0
458.0,8.14,56.26535626535626,22,2
216.0,34.42,6.275421266705403,10,1
405.0,19.11,21.19309262166405,20,0
97.0,8.69,11.162255466052935,12,0
387.0,35.07,11.035072711719419,19,1
358.0,8.78,40.7744874715262,11,0
784.0,45.62,17.18544498027181,22,3
314.0,31.91,9.840175493575682,14,1
802.0,12.66,63.34913112164297,13,2
746.0,35.3,21.13314447592068,17,3
605.0,23.92,25.292642140468224,9,0
1531.0,18.37,83.34240609689711,9,2
343.0,31.47,10.899269145217668,18,1
76.0,27.43,2.7706890266131974,7,1
213.0,29.03,7.337237340682052,8,1
171.0,20.9,8.181818181818182,15,0
422.0,40.01,10.547363159210198,12,1
659.0,30.08,21.908244680851066,15,3
279.0,43.33,6.438956842834064,22,1
726.0,40.97,17.72028313400049,14,3
54.0,23.39,2.3086789226165028,21,0
321.0,46.44,6.912144702842378,18,1
790.0,43.79,18.040648549897238,18,3
56.0,32.82,1.7062766605728215,8,1
889.0,19.82,44.853683148335016,17,2
722.0,40.0,18.05,17,3
175.0,40.66,4.303984259714707,6,1
539.0,10.89,49.494949494949495,6,2
822.0,41.4,19.855072463768117,15,3
298.0,34.71,8.585422068568136,15,1
812.0,34.68,23.414071510957324,5,3
761.0,26.32,28.91337386018237,11,3
313.0,13.5,23.185185185185187,13,0
217.0,11.82,18.35871404399323,17,0
811.0,12.7,63.85826771653544,16,2
438.0,25.71,17.036172695449242,18,0
294.0,6.61,44.47806354009077,15,2
272.0,12.56,21.656050955414013,10,0
173.0,2.73,63.36996336996337,10,2
145.0,36.0,4.027777777777778,20,1
252.0,38.16,6.603773584905661,18,1
74.0,4.15,17.831325301204817,11,0
944.0,16.7,56.52694610778443,14,2
758.0,18.83,40.254912373871484,22,2
57.0,49.95,1.1411411411411412,15,1
130.0,20.92,6.21414913957935,18,0
795.0,19.56,40.644171779141104,22,3
304.0,41.14,7.3894020418084585,7,1
147.0,2.84,51.760563380281695,5,2
215.0,16.41,13.101767215112735,14,0
315.0,33.14,9.505129752564876,13,1
737.0,41.78,17.640019147917663,17,3
109.0,8.55,12.748538011695905,17,0
142.0,38.69,3.670199017834066,18,1
415.0,28.51,14.556296036478427,10,1
329.0,49.0,6.714285714285714,7,1
960.0,15.82,60.6826801517067,20,2
227.0,46.75,4.855614973262032,11,1
450.0,17.94,25.083612040133776,13,0
241.0,33.29,7.239411234604987,22,1
781.0,48.44,16.123038810900084,11,3
284.0,16.97,16.73541543901002,15,0
245.0,12.28,19.951140065146582,10,0
184.0,45.91,4.007841428882597,0,1
516.0,48.33,10.676598386095593,22,1
315.0,14.16,22.245762711864405,19,0
686.0,26.44,25.94553706505295,11,3
203.0,40.61,4.998768776163507,21,1
332.0,22.06,15.049864007252948,16,0
326.0,32.21,10.121080409810618,12,1
159.0,33.07,4.807983066223163,8,1
325.0,4.01,81.04738154613467,19,2
378.0,30.94,12.217194570135746,18,1
150.0,11.04,13.58695652173913,0,0
329.0,42.71,7.703114024818544,8,1
84.0,37.66,2.2304832713754648,10,1
1628.0,48.93,33.272021254853875,4,3
408.0,38.98,10.466906105695228,19,1
447.0,35.67,12.531539108494533,22,1
3250.0,38.13,85.23472331497508,16,3
493.0,24.71,19.951436665317683,21,0
417.0,49.95,8.348348348348347,15,1
105.0,38.72,2.7117768595041323,8,1
941.0,45.71,20.58630496609057,10,3
880.0,23.26,37.83319002579535,19,3
678.0,46.99,14.428601830176632,0,1
638.0,27.47,23.22533673097925,7,3
1280.0,44.62,28.68668758404303,15,3
234.0,23.17,10.099266292619767,4,0
820.0,48.11,17.044273539804614,12,3
237.0,32.96,7.190533980582524,10,1
169.0,41.18,4.103933948518699,17,1
216.0,18.1,11.933701657458563,15,0
288.0,8.25,34.90909090909091,16,0
179.0,22.27,8.037718904355636,10,0
1042.0,25.72,40.51321928460342,14,3
261.0,36.71,7.109779351675293,16,1
405.0,34.69,11.674834246180456,20,1
89.0,49.17,1.8100467764897294,19,1
649.0,29.85,21.742043551088777,18,3
754.0,38.88,19.393004115226336,8,3
264.0,29.2,9.04109589041096,4,1
850.0,48.31,17.59470089008487,0,3
1486.0,19.45,76.40102827763496,5,2
417.0,6.83,61.05417276720351,11,2
58.0,8.39,6.912991656734207,18,0
215.0,29.17,7.37058621871786,11,1
514.0,33.15,15.5052790346908,19,1
287.0,15.34,18.709256844850067,21,0
309.0,26.19,11.798396334478808,19,0
85.0,27.4,3.102189781021898,17,1
107.0,29.19,3.6656389174374784,10,1
125.0,22.82,5.4776511831726555,20,0
401.0,29.63,13.533580830239622,18,1
333.0,42.74,7.791296209639682,10,1
491.0,40.47,12.132443785520138,11,1
482.0,33.45,14.409566517189834,15,1
777.0,36.7,21.171662125340596,19,3
649.0,15.88,40.869017632241814,2,2
616.0,26.14,23.565416985462893,18,0
304.0,17.22,17.653890824622533,10,0
119.0,13.99,8.506075768406005,16,0
124.0,41.64,2.97790585975024,20,1
319.0,39.03,8.173200102485268,16,1
86.0,45.52,1.8892794376098416,11,1
198.0,42.44,4.66540999057493,18,1
377.0,40.01,9.422644338915271,20,1
229.0,40.27,5.68661534641172,18,1
300.0,18.06,16.611295681063122,17,0
285.0,48.15,5.919003115264798,13,1
411.0,44.04,9.33242506811989,10,1
406.0,17.11,23.728813559322035,12,0
400.0,25.85,15.473887814313345,9,0
187.0,45.78,4.084753167321974,6,1
166.0,7.81,21.25480153649168,22,0
221.0,27.16,8.136966126656848,18,0
855.0,24.18,35.359801488833746,9,3
528.0,39.51,13.363705391040243,10,1
869.0,28.97,29.996548153261998,17,3
445.0,19.86,22.406847935548843,22,0
1267.0,46.24,27.40051903114187,17,3
428.0,20.37,21.011291114383898,17,0
324.0,19.13,16.93674856246733,21,0
89.0,30.85,2.884927066450567,9,1
898.0,34.42,26.08948285880302,18,3
821.0,33.72,24.347568208778174,9,3
371.0,42.86,8.656089594027065,18,1
503.0,26.78,18.782673637042567,10,0
664.0,15.41,43.08890330953926,0,2
259.0,40.3,6.426799007444169,18,1
161.0,49.38,3.2604293236127986,9,1
230.0,21.07,10.915994304698623,5,0
91.0,27.72,3.282828282828283,19,1
